401	Ernest Hemingway	1929	A Farewell to Arms	en-US
395	Ernest Hemingway	1940	For Whom the Bell Tolls	eng
1202	Anne Tyler, Jennifer Bassett	1985	The Accidental Tourist	eng
637	Ray Bradbury	1950	The Martian Chronicles	en-US
1074	Kurt Vonnegut Jr.	1959	The Sirens of Titan	en-GB
350	Hunter S. Thompson, Ralph Steadman	1971	Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream	eng
170	Dan Brown	1998	Digital Fortress	en-GB
145	Dan Brown	2001	Deception Point	eng
276	Isaac Asimov	1951	Foundation	eng
789	Isaac Asimov	1952	Foundation and Empire	eng
890	Isaac Asimov	1953		eng
257	Jane Carruth, Lewis Carroll, Rene Cloke	1865		eng
503	Arthur C. Clarke	1968	2001: A Space Odyssey	eng
1019	Arthur C. Clarke	1953	Childhood's End	en-US
897	Arthur C. Clarke	1973	Rendezvous with Rama	eng
95	Oscar Wilde, Jeffrey Eugenides	1891	The Picture of Dorian Gray	eng
126	Frank Herbert	1965	Dune	eng
1105	Frank Herbert	1969	Dune Messiah 	eng
1262	Frank Herbert	1976	Children of Dune	eng
929	Richard Matheson	1954	I Am Legend and Other Stories	eng
28	William Golding	1954	Lord of the Flies 	eng
666	Neil Gaiman	2005	Anansi Boys	eng
322	Neil Gaiman	1996	Neverwhere	eng
167	Neil Gaiman	2001	American Gods	eng
1367	T.H. White	1958	The Once and Future King	eng
1010	Bill Watterson	1988	The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury	en-US
499	Bret Easton Ellis	1991	American Psycho	eng
670	Stephen King	1979	The Dead Zone	en-US
556	Stephen King	1981	Cujo	spa
1139	Stephen King	1987	The Tommyknockers	eng
1042	Douglas Adams	1987	Dirk Gently's Holistic Detective Agency	en-US
337	Douglas Adams	1996	The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story	eng
129	Ken Kesey	1962	One Flew Over the Cuckoo's Nest	eng
321	Wilson Rawls	1961	Where the Red Fern Grows	
696	Anne Rice	1985	The Vampire Lestat	eng
365	Alan Moore, David   Lloyd	1990	V for Vendetta	eng
32	John Steinbeck	1937	Of Mice and Men 	eng
301	Joseph Conrad	1899	Heart of Darkness	eng
173	Anthony Burgess	1962	A Clockwork Orange	eng
205	Anne Rice	1976	Interview with the Vampire	eng
390	Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon	1886	The Strange Case of Dr Jekyll and Mr Hyde	eng
410	Chinua Achebe	1958	Things Fall Apart	en-US
142	Ken Follett	1989	The Pillars of the Earth	eng
103	Alexandre Dumas, Robin Buss	1844	Le Comte de Monte-Cristo	eng
33	Arthur Golden	1997	Memoirs of a Geisha	eng
14	George Orwell	1945	Animal Farm: A Fairy Story	eng
58	Mark Twain, John Seelye, Guy Cardwell	1884	The Adventures of Huckleberry Finn	eng
65	Kurt Vonnegut Jr.	1969	Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death 	eng
22	Alice Sebold	2002	The Lovely Bones	eng
60	Mark Haddon	2003	The Curious Incident of the Dog in the Night-Time	eng
115	Jeffrey Eugenides	2002	Middlesex	en-US
57	Sue Monk Kidd	2001	The Secret Life of Bees	en-US
9	Dan Brown	2000	Angels & Demons 	en-CA
38	Audrey Niffenegger	2003	The Time Traveler's Wife	eng
29	William Shakespeare, Robert           Jackson	1595	An Excellent conceited Tragedie of Romeo and Juliet	eng
45	Yann Martel	2001	Life of Pi	
100	Barbara Kingsolver	1998	The Poisonwood Bible	eng
67	Khaled Hosseini	2007	A Thousand Splendid Suns	eng
35	Paulo Coelho, Alan R. Clarke	1988	O Alquimista	eng
40	Elizabeth Gilbert	2006	Eat, pray, love: one woman's search for everything across Italy, India and Indonesia	eng
119	Margaret Atwood	1985	The Handmaid's Tale	eng
122	Gregory Maguire, Douglas Smith	1995	Wicked: The Life and Times of the Wicked Witch of the West	eng
121	Vladimir Nabokov, Craig Raine	1955	Lolita	eng
94	Gabriel García Márquez, Gregory Rabassa	1967	Cien años de soledad	eng
495	Dave Eggers	2000	A Heartbreaking Work of Staggering Genius	eng
42	Louisa May Alcott	1868	Little Women	en-US
287	Ayn Rand, Leonard Peikoff	1943	The Fountainhead	eng
669	Isabel Allende, Magda Bogin	1982	La casa de los espíritus	en-US
736	Ralph Ellison	1952	Invisible Man	eng
642	Ken Follett	2007	World Without End	eng
212	Ian McEwan	2001	Atonement	eng
10	Jane Austen	1813	Pride and Prejudice	eng
230	Jane Austen, James Kinsley, Deidre Shauna Lynch	1817	Persuasion	eng
171	Jane Austen, Fiona Stafford	1815	Emma	eng
76	Jane Austen, Tony Tanner, Ros Ballaster	1811	Sense and Sensibility	eng
426	John Kennedy Toole, Walker Percy	1980	A Confederacy of Dunces	eng
1142	Neal Stephenson	1999	Cryptonomicon	eng
26	Dan Brown	2003	The Da Vinci Code	eng
11	Khaled Hosseini	2003	The Kite Runner 	eng
50	Shel Silverstein	1974	Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein	eng
101	David Sedaris	2000	Me Talk Pretty One Day	eng
7	J.R.R. Tolkien	1937	The Hobbit or There and Back Again	en-US
55	Aldous Huxley	1932	Brave New World	eng
344	David Sedaris	1997	Naked	en-US
19	J.R.R. Tolkien	1954	 The Fellowship of the Ring	eng
378	Jhumpa Lahiri	2003	The Namesake	en-US
405	Kurt Vonnegut Jr.	1973	Breakfast of Champions	eng
225	John Steinbeck	1952	East of Eden  	eng
326	Janet Fitch	1999	White Oleander	eng
238	Augusten Burroughs	2002	Running with Scissors	en-US
1102	Augusten Burroughs	2003	Dry: A Memoir	eng
64	Jodi Picoult	2004	My Sister's Keeper	eng
328	Jodi Picoult	2007	Nineteen Minutes	eng
306	Wally Lamb	1992	She's Come Undone	en-US
325	John Irving	1989	A Prayer for Owen Meany	eng
476	John Irving	1978	The World According to Garp	eng
704	John Irving	1985	The Cider House Rules	eng
133	L.M. Montgomery	1908	Anne of Green Gables	eng
1210	L.M. Montgomery	1909	Anne of Avonlea	en-US
1112	L.M. Montgomery	1915	Anne of the Island	eng
70	Orson Scott Card	1985	Ender's Game	eng
693	Michael Crichton	1987	Sphere	eng
278	Shel Silverstein	1981	A Light in the Attic	eng
1167	Dante Alighieri, Allen Mandelbaum, Eugenio Montale	1308	La Divina Commedia	eng
48	Ray Bradbury	1953	Fahrenheit 451	spa
113	Joseph Heller	1961	Catch-22	en-US
398	Eric Schlosser	2001	Fast Food Nation : The Dark Side of the All-American Meal 	eng
209	Thomas Harris	1988	The Silence of the Lambs	eng
4	Harper Lee	1960	To Kill a Mockingbird	eng
919	Annie Proulx	1993	The Shipping News	eng
828	Marjane Satrapi, Mattias Ripa	2000	Persepolis	eng
84	Michael Crichton	1990	Jurassic Park	spa
184	Roald Dahl, Quentin Blake	1988	Matilda	eng
37	C.S. Lewis	1950	The Lion, the Witch and the Wardrobe	eng
1299	Tom Robbins	1980	Still Life with Woodpecker	eng
373	Roald Dahl, Quentin Blake	1982	The BFG	eng
599	Douglas Adams	1980	The Restaurant at the End of the Universe	eng
751	Douglas Adams	1982	Life, the Universe and Everything	eng
1014	Douglas Adams	1984	So Long, and Thanks for All the Fish	eng
54	Douglas Adams	1979	The Hitchhiker's Guide to the Galaxy	en-US
1332	Douglas Adams	1992	Mostly Harmless	en-US
766	Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger	1989	Preludes & Nocturnes	eng
104	Cormac McCarthy	2006	The Road	eng
62	Philip Pullman	1995	Northern Lights	eng
271	Daniel Keyes	1966	Flowers for Algernon	en-US
297	Kurt Vonnegut Jr.	1963	Cat's Cradle	eng
682	Susanna Clarke	2004	Jonathan Strange & Mr Norrell	eng
79	Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox	-720	Ὀδύσσεια	eng
1222	E.B. White, Garth Williams	1945	Stuart Little	en-US
77	Louis Sachar, Louis Sachar	1998	Holes	eng
264	Ernest Hemingway	1926	The Sun Also Rises	en-US
335	Roald Dahl, Quentin Blake	1961	James and the Giant Peach	eng
158	Roald Dahl, Quentin Blake	1964	Charlie and the Chocolate Factory	eng
529	Jonathan Swift, Robert DeMaria Jr.	1726	Gulliver’s Travels	eng
646	Geoffrey Chaucer, Nevill Coghill	1390	Tales of Caunterbury	eng
138	Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym	1850	The Scarlet Letter	eng
374	Bill Bryson	2003	A Short History of Nearly Everything	en-US
316	Bill Bryson	1997	A Walk in the Woods	eng
368	Philip Pullman	1997	The Subtle Knife	eng
480	Philip Pullman	2000	The Amber Spyglass	eng
1294	Christopher Hitchens	2007	God is Not Great: How Religion Poisons Everything	eng
481	Terry Goodkind	1994	Wizard's First Rule	eng
1071	Terry Goodkind	1995	Stone of Tears	en-US
510	Robert Jordan	1990	The Great Hunt	en-US
1249	Robert Jordan	1998	The Path of Daggers	eng
1278	Robert Jordan	2005	Knife of Dreams	en-US
330	Robert Jordan	1990	The Eye of the World	eng
528	Robert Jordan	1991	The Dragon Reborn 	eng
1119	Robert Jordan	1996	A Crown of Swords	eng
1362	Robert Jordan	2000		en-US
949	Robert Jordan	1993	The Fires of Heaven	en-US
722	Robert Jordan	1992	The Shadow Rising 	en-US
795	Nick Hornby	1998	About a Boy	en-US
887	William Faulkner	1930	As I Lay Dying	eng
179	Frank McCourt	1996	Angela's Ashes: A Memoir	eng
63	Emily Brontë, Richard J. Dunn	1847	Wuthering Heights	eng
431	Thomas Harris	1981	Red Dragon	eng
109	Victor Hugo, Lee Fahnestock, Norman MacAfee	1862	Les Misérables	eng
131	John Steinbeck	1939	The Grapes of Wrath	eng
792	Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern	1812	Brüder Grimm: Kinder- und Hausmärchen	eng
1283	Daniel Quinn	1992	Ishmael: An Adventure of the Mind and Spirit	en-US
239	Max Brooks	2006	World War Z: An Oral History of the Zombie War	en-US
234	Laurie Halse Anderson	1999	Speak	eng
1324	Laurie Halse Anderson	2000	Fever 1793	en-US
52	Stephenie Meyer	2007	Eclipse	en-US
49	Stephenie Meyer	2006	New Moon (Twilight, #2)	eng
3	Stephenie Meyer	2005	Twilight	en-US
591	Sherman Alexie, Ellen Forney	2007	The Absolutely True Diary of a Part-Time Indian	eng
74	John Green	2005	Looking for Alaska	eng
275	John Green	2006	An Abundance of Katherines	eng
117	Madeleine L'Engle	1962	A Wrinkle in Time	en-US
386	Scott O'Dell	1960	Island of the Blue Dolphins	en-CA
68	Stephen Chbosky	1999	The Perks of Being a Wallflower	eng
425	Beatrice Sparks, Anonymous	1971	Go Ask Alice	eng
1196	Madeleine L'Engle	1973	A Wind in the Door	eng
621	Judy Blume	1970	Are You There God? It's Me, Margaret	eng
369	Jerry Spinelli	2000	Stargirl	eng
120	Ann Brashares	2001	The Sisterhood of the Traveling Pants	eng
53	Christopher Paolini	2002	Eragon	en-US
219	C.S. Lewis, Pauline Baynes	1956	The Chronicles of Narnia	eng
586	Libba Bray	2003	A Great and Terrible Beauty	eng
245	Katherine Paterson	1977	Bridge to Terabithia	eng
354	Toni Morrison	1987	Beloved	eng
155	J.R.R. Tolkien	1954	The Two Towers	en-US
161	J.R.R. Tolkien	1955	The Return of the King	en-US
39	George R.R. Martin	1996	A Game of Thrones	eng
135	George R.R. Martin	2000	A Storm of Swords	eng
620	Marion Zimmer Bradley	1982	The Mists of Avalon	eng
110	George R.R. Martin	1998	A Clash of Kings	eng
345	Christopher Paolini	2005	Eldest	en-US
1023	Robert Jordan	1994		eng
165	George R.R. Martin	2005	A Feast for Crows	en-US
223	Eoin Colfer	2001	Artemis Fowl	eng
15	Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday	1947	Het Achterhuis: Dagboekbrieven 14 juni 1942 - 1 augustus 1944	eng
87	Elie Wiesel, Marion Wiesel	1958	Un di Velt Hot Geshvign	eng
688	Jon Krakauer	2003	Under the Banner of Heaven: A Story of Violent Faith	eng
114	Mitch Albom, Saulius Dagys	1997	Tuesdays with Morrie	eng
154	William Shakespeare	1606	The Tragedy of Macbeth	eng
71	Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle	1818	Frankenstein; or, The Modern Prometheus	eng
150	Anita Diamant	1997	The Red Tent	en-US
66	Margaret Mitchell	1936	Gone with the Wind	eng
531	Unknown, Seamus Heaney	975	Beowulf	en-US
984	John Milton, John      Leonard	1667	Paradise Lost	eng
341	Homer, Robert Fagles, Frédéric Mugler, Bernard Knox	-750	Ἰλιάς	eng
200	Agatha Christie	1939	Ten Little Niggers	eng
501	Alexander McCall Smith	1998	The No. 1 Ladies' Detective Agency 	eng
857	Ellen Raskin	1978	The Westing Game	eng
671	Agatha Christie, Ροζίτα Σώκου	1920	The Mysterious Affair at Styles	eng
85	Shel Silverstein	1964	The Giving Tree	eng
102	Maurice Sendak	1963	Where the Wild Things Are	eng
157	Dr. Seuss, לאה נאור	1960	Green Eggs and Ham	en-US
59	E.B. White, Garth Williams, Rosemary Wells	1952	Charlotte's Web	eng
251	Dr. Seuss	1957	The Cat in the Hat	eng
93	Frances Hodgson Burnett	1911	The Secret Garden	eng
339	Margaret Wise Brown, Clement Hurd	1947		en-US
296	Eric Carle	1969	The Very Hungry Caterpillar	eng
793	E.L. Konigsburg	1967	From the Mixed-Up Files of Mrs. Basil E. Frankweiler	eng
540	Frances Hodgson Burnett, Nancy Bond	1905	A Little Princess	eng
544	Laura Ingalls Wilder, Garth Williams	1935	Little House on the Prairie	eng
490	Art Spiegelman	1985	Maus: A Survivor's Tale : My Father Bleeds History	eng
90	S.E. Hinton	1967	The Outsiders	en-US
856	Lois Lowry	2000	Gathering Blue	eng
137	Diana Gabaldon	1991	Outlander	eng
554	Diana Gabaldon	1993	Voyager	eng
1315	Craig Thompson	2003	Blankets	eng
186	Philippa Gregory	2001	The Other Boleyn Girl	eng
772	Plato, Desmond Lee	-380	Πολιτεία	eng
819	Henry David Thoreau	1854	Walden; or Life in the Woods	eng
898	Anne Rice	1988	The Queen of the Damned	eng
356	Lemony Snicket, Brett Helquist	1999	The Bad Beginning	eng
999	Judy Blume	1972	Tales of a Fourth Grade Nothing	eng
905	Judi Barrett, Ron Barrett	1978	Cloudy with a Chance of Meatballs	eng
346	L. Frank Baum, W.W. Denslow	1900	The Wonderful Wizard of Oz	eng
463	Diana Gabaldon	1992	Dragonfly in Amber	eng
1171	Sarah Dunant	2003	The Birth of Venus	en-US
712	Diana Gabaldon	1996	Drums of Autumn (Outlander, #4)	eng
357	Erich Maria Remarque, A.W. Wheen	1929	Im Westen nichts Neues	en-US
116	Mark Twain, Guy Cardwell, John Seelye	1876	The Adventures of Tom Sawyer	eng
75	Helen Fielding	1996		eng
1005	Zadie Smith	1999	White Teeth	en-US
317	Maya Angelou	1969	I Know Why the Caged Bird Sings	en-US
604	Susanna Kaysen	1993	Girl, Interrupted	eng
347	C.S. Lewis	1951	Prince Caspian: The Return to Narnia	eng
353	William Shakespeare	1603	The Tragedy of Othello, The Moor of Venice	eng
387	Arthur Miller, Christopher Bigsby	1953	The Crucible	eng
934	Samuel Beckett	1952	En attendant Godot	eng
714	William Shakespeare	1603	The Tragedie of King Lear	eng
855	William Shakespeare	1601	Twelfth Night; or, What You Will	eng
715	Arthur Miller	1949	Death of a Salesman	eng
456	Tennessee Williams	1947	A Streetcar Named Desire	eng
136	Rebecca Wells	1996	Divine Secrets of the Ya-Ya Sisterhood	en-US
1221	Judy Blume	1998	Summer Sisters	
1095	Susan Beth Pfeffer	2006	Life As We Knew It	eng
868	Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn	1945	Pippi Långstrump	eng
178	Sylvia Plath	1963	The Bell Jar	en-US
372	David Sedaris	2004	Dress Your Family in Corduroy and Denim	eng
361	Charles Dickens, George Cruikshank, Philip Horne	1838	Oliver Twist	eng
815	Cormac McCarthy	2005	No Country for Old Men	eng
461	Pearl S. Buck	1931	The Good Earth	eng
593	Ursula K. Le Guin	1968	A Wizard of Earthsea	en-US
107	Nicholas Sparks	1999	A Walk to Remember	en-US
44	Nicholas Sparks	1996	The Notebook	eng
616	Jodi Picoult	2000	Plain Truth	eng
331	Jodi Picoult	1998	The Pact	en-US
1381	Jasper Fforde	2001	The Eyre Affair	en-US
1117	Michael Crichton	1995	The Lost World	eng
1083	Alice Sebold	1999	Lucky	eng
248	William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey	1595	A Midsummer Night's Dream	eng
233	Gabriel García Márquez, Edith Grossman	1985	El amor en los tiempos del cólera	eng
160	Charles Dickens	1860	Great Expectations	eng
675	Stephen King	1980	Firestarter	eng
1123	Stephen King	1985	Skeleton Crew	eng
944	Stephen King	1996	Desperation	eng
488	Stephen King	1996	The Green Mile	eng
739	Stephen King	1982	Different Seasons	eng
232	Stephen King	1982	The Gunslinger	en-US
911	Stephen King	1992	Gerald's Game	eng
1288	Richard Bachman, Stephen King	1979	The Long Walk	eng
818	Stephen King, William Olivier Desmond	2001	Dreamcatcher	fre
806	Stephen King, Dave McKean	1997	Wizard and Glass	eng
578	Stephen King, Marie Milpois	1983	Christine	fre
1053	Stephen King, Darrel Anderson	2004	Song of Susannah	eng
967	Stephen King	1989	The Dark Half	eng
237	Stephen King	1974	Carrie	
725	Stephen King, Ned Dameron	1991	The Waste Lands	eng
986	Stephen King	1999	The Girl Who Loved Tom Gordon	
953	Stephen King	2004	The Dark Tower	en-US
612	Stephen King	1987	The Drawing of the Three	eng
865	Stephen King, John D. MacDonald	1978	Night Shift	en-GB
936	Stephen King, Bernie Wrightson	2003	Wolves of the Calla	eng
703	Stephen King	1998	Bag of Bones	en-US
1075	Stephen King, Dominique Dill	1992	Dolores Claiborne	fre
1360	Stephen King	2008	Duma Key	en-US
1208	Stephen King	1990	Four Past Midnight	en-GB
705	Richard Bachman, Stephen King	1984	Thinner	en-GB
46	Sara Gruen	2006	Water for Elephants	eng
611	J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith	1977	The Silmarillion	eng
1176	Dennis Lehane	2001	Mystic River	en-US
768	Dennis Lehane	2003	Shutter Island	eng
650	Harriet Beecher Stowe	1852	Uncle Tom's Cabin or Life Among the Lowly	eng
730	John Steinbeck	1947	The Pearl of the World	eng
1161	John Steinbeck	1945	Cannery Row 	eng
505	Tim LaHaye, Jerry B. Jenkins	1995	Left Behind:  A Novel of the Earth's Last Days	eng
786	Shel Silverstein	1996	Falling Up	en-US
569	James Patterson	2005	The Angel Experiment	eng
1351	James Patterson	2006	School's Out Forever	en-US
1260	James Patterson, Peter de Jonge	2002	The Beach House	eng
83	Charles Dickens, Richard Maxwell, Hablot Knight Browne	1859	A Tale of Two Cities	eng
660	Michael Crichton	1980	Congo	eng
487	Michael Crichton	1969	The Andromeda Strain	
575	Michael Crichton	1999	Timeline	en-US
640	Michael Crichton	2002	Prey	
1296	Michael Crichton	2004	State of Fear	eng
288	Tom Clancy	1984	The Hunt for Red October	
332	C.S. Lewis	1953	The magician's nephew	eng
602	C.S. Lewis, Pauline Baynes	1953	The Silver Chair	eng
542	C.S. Lewis	1954	The horse and his boy	eng
292	C.S. Lewis, Pauline Baynes	1951	The Voyage of the Dawn Treader	eng
25	J.K. Rowling, Mary GrandPré	2007	Harry Potter and the Deathly Hallows	eng
27	J.K. Rowling, Mary GrandPré	2005	Harry Potter and the Half-Blood Prince	eng
24	J.K. Rowling, Mary GrandPré	2000	Harry Potter and the Goblet of Fire	eng
18	J.K. Rowling, Mary GrandPré, Rufus Beck	1999	Harry Potter and the Prisoner of Azkaban	eng
21	J.K. Rowling, Mary GrandPré	2003	Harry Potter and the Order of the Phoenix	eng
23	J.K. Rowling, Mary GrandPré	1998	Harry Potter and the Chamber of Secrets	eng
2	J.K. Rowling, Mary GrandPré	1997	Harry Potter and the Philosopher's Stone	eng
1218	Frank E. Peretti	1986	This Present Darkness	eng
453	Charles Frazier	1997	Cold Mountain	en-US
310	Jennifer Weiner	2001	Good in Bed	en-US
530	William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson	1598	Much Ado About Nothing	eng
156	Emily Giffin	2004	Something Borrowed	eng
455	Emily Giffin	2005	Something Blue	en-US
647	Emily Giffin	2006	Baby Proof	en-US
864	Diana Gabaldon	2001	The Fiery Cross	eng
1026	Diana Gabaldon	2005	A Breath of Snow and Ashes	eng
465	Jennifer Weiner	2002	In Her Shoes	
411	Sophie Kinsella	2005	The Undomestic Goddess	eng
228	Emma McLaughlin, Nicola Kraus	2002	The Nanny Diaries	eng
78	Lauren Weisberger	2003	The Devil Wears Prada	eng
207	Janet Evanovich	1994	One for the Money	en-US
1067	Janet Evanovich	1998	Four to Score 	en-US
912	Janet Evanovich	1996	Two for the Dough	eng
996	Janet Evanovich	1997	Three to Get Deadly	en-US
1232	Janet Evanovich, Lorelei King	2002	Hard Eight	en-US
1267	Janet Evanovich	2003	To the Nines	eng
1226	Janet Evanovich	2001	Seven Up	en-US
1151	Janet Evanovich	2000	Hot Six	eng
1390	Janet Evanovich	2005	Eleven on Top	en-US
1365	Carson McCullers	1940	The Heart is a Lonely Hunter	eng
381	Billie Letts	1995	Where the Heart Is	en-US
625	Chris Bohjalian	1997	Midwives	en-US
727	Bernhard Schlink, Carol Brown Janeway	1995	Der Vorleser	eng
1107	Jennifer Weiner	2004	Little Earthquakes	
148	Tracy Chevalier	1999	Girl with a Pearl Earring	eng
118	Amy Tan	1989	The Joy Luck Club	eng
694	Emily Giffin	2008	Love the One You're With	en-US
851	V.C. Andrews	1979	Flowers in the Attic	eng
268	Kazuo Ishiguro	2005	Never Let Me Go	eng
570	Nick Hornby	1995	High Fidelity	eng
5	F. Scott Fitzgerald	1925	The Great Gatsby	eng
80	Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta	1946	Le Petit Prince	eng
559	Thomas Hardy, Tim Dolin, Margaret R. Higonnet	1891	Tess of the d'Urbervilles: A Pure Woman Faithfully Presented	eng
180	Hermann Hesse, Hilda Rosner	1922	Siddhartha	eng
1094	Willa Cather	1918	My Ántonia	eng
177	Fyodor Dostoyevsky, David McDuff	1866	Преступление и наказание	eng
265	Betty  Smith	1943	A Tree Grows In Brooklyn 	eng
13	George Orwell, Erich Fromm, Celâl Üster	1949	Nineteen Eighty-Four	eng
1133	Michael Ondaatje	1992	The English Patient	
916	Azar Nafisi	2003	Reading Lolita in Tehran: A Memoir in Books	eng
472	Viktor E. Frankl	1946	…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager	eng
899	Edith Wharton, Maureen Howard	1920	The Age of Innocence	eng
829	E.M. Forster	1908	A Room with a View	eng
272	Laura Esquivel, Thomas  Christensen, Carol Christensen	1989	Como agua para chocolate	en-US
883	Margaret Atwood	2000	The Blind Assassin	eng
189	J.R.R. Tolkien	1955	The Lord of the Rings	eng
125	William Shakespeare, Richard Andrews, Rex Gibson	1600	The Tragicall Historie of Hamlet, Prince of Denmark	eng
860	Barbara Kingsolver	1988	The Bean Trees	eng
888	Crockett Johnson	1955	Harold and the Purple Crayon	eng
1287	Harry Allard, James  Marshall	1977	Miss Nelson Is Missing!	eng
641	C.S. Lewis	1956	The Last Battle	eng
1061	Elizabeth George Speare	1958	The Witch of Blackbird Pond	en-US
958	L.M. Montgomery	1908	The Complete Anne of Green Gables Boxed Set	
388	Gary Paulsen	1986	Hatchet	en-US
36	Lois Lowry	1993	The Giver	eng
622	Nicholas Sparks	2002	Nights in Rodanthe	eng
508	Barbara Ehrenreich	2001	Nickel and Dimed: On (Not) Getting By in America	eng
174	William Paul Young	2007	The Shack: Where Tragedy Confronts Eternity	eng
231	Tatiana de Rosnay	2007	Elle s'appelait Sarah	eng
81	Jeannette Walls	2005	The Glass Castle	eng
256	Greg Mortenson, David Oliver Relin	2006	Three Cups of Tea 	en-US
47	Markus Zusak	2005	The Book Thief	eng
199	John Grogan	2005	Marley & Me: Life and Love with the World's Worst Dog	eng
1175	Shannon Hale	2003	The Goose Girl	en-US
263	Gail Carson Levine	1997	Ella Enchanted	eng
241	Lois Lowry	1989	Number the Stars	eng
457	Elizabeth Kostova	2005	The Historian	eng
523	Tim O'Brien	1990	The Things They Carried	en-US
687	David McCullough	2005	1776	eng
82	Jon Krakauer	1996	Into the Wild	eng
383	James Frey	2003	A Million Little Pieces	en-CA
236	Jon Krakauer	1997	Into Thin Air: A Personal Account of the Mt. Everest Disaster	en-US
213	Franz Kafka, Stanley Corngold	1915	Die Verwandlung	eng
977	Dante Alighieri, Anthony M. Esolen	1320	Inferno	
1329	Allen Ginsberg, William Carlos Williams	1956	Howl and Other Poems 	eng
308	Sophie Kinsella	2003	Can You Keep a Secret?	en-US
560	Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall	1856	Madame Bovary	eng
1393	Evelyn Waugh	1945	Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder	eng
97	Bram Stoker, Nina Auerbach, David J. Skal	1897	Dracula	eng
961	George Eliot, Michel Faber	1871	Middlemarch	eng
1035	Walter Isaacson	2007	Einstein. His Life and Universe	eng
701	Virginia Woolf, Maureen Howard	1925	Mrs Dalloway	en-US
