book_id	author	TF_author_val
696	annerice	1.0
365	alanmoore	0.7071067811865475
365	davidlloyd	0.7071067811865475
32	johnsteinbeck	1.0
301	josephconrad	1.0
173	anthonyburgess	1.0
205	annerice	1.0
390	robertlouisstevenson	0.5
390	vladimirnabokov	0.5
390	mervynpeake	0.5
390	danchaon	0.5
410	chinuaachebe	1.0
142	kenfollett	1.0
103	alexandredumas	0.7071067811865475
103	robinbuss	0.7071067811865475
33	arthurgolden	1.0
14	georgeorwell	1.0
58	marktwain	0.5773502691896258
58	johnseelye	0.5773502691896258
58	guycardwell	0.5773502691896258
65	kurtvonnegutjr	1.0
22	alicesebold	1.0
60	markhaddon	1.0
115	jeffreyeugenides	1.0
57	suemonkkidd	1.0
9	danbrown	1.0
38	audreyniffenegger	1.0
29	williamshakespeare	0.7071067811865475
29	robertjackson	0.7071067811865475
100	barbarakingsolver	1.0
67	khaledhosseini	1.0
35	paulocoelho	0.7071067811865475
35	alanrclarke	0.7071067811865475
40	elizabethgilbert	1.0
119	margaretatwood	1.0
122	gregorymaguire	0.7071067811865475
122	douglassmith	0.7071067811865475
121	vladimirnabokov	0.7071067811865475
121	craigraine	0.7071067811865475
94	gabrielgarcamrquez	0.7071067811865475
94	gregoryrabassa	0.7071067811865475
495	daveeggers	1.0
42	louisamayalcott	1.0
287	aynrand	0.7071067811865475
287	leonardpeikoff	0.7071067811865475
669	isabelallende	0.7071067811865475
669	magdabogin	0.7071067811865475
736	ralphellison	1.0
642	kenfollett	1.0
212	ianmcewan	1.0
10	janeausten	1.0
230	janeausten	0.5773502691896258
230	jameskinsley	0.5773502691896258
230	deidreshaunalynch	0.5773502691896258
171	janeausten	0.7071067811865475
171	fionastafford	0.7071067811865475
76	janeausten	0.5773502691896258
76	tonytanner	0.5773502691896258
76	rosballaster	0.5773502691896258
426	johnkennedytoole	0.7071067811865475
426	walkerpercy	0.7071067811865475
1142	nealstephenson	1.0
26	danbrown	1.0
11	khaledhosseini	1.0
50	shelsilverstein	1.0
101	davidsedaris	1.0
7	jrrtolkien	1.0
55	aldoushuxley	1.0
344	davidsedaris	1.0
19	jrrtolkien	1.0
378	jhumpalahiri	1.0
405	kurtvonnegutjr	1.0
225	johnsteinbeck	1.0
326	janetfitch	1.0
238	augustenburroughs	1.0
1102	augustenburroughs	1.0
64	jodipicoult	1.0
328	jodipicoult	1.0
306	wallylamb	1.0
325	johnirving	1.0
476	johnirving	1.0
704	johnirving	1.0
133	lmmontgomery	1.0
1210	lmmontgomery	1.0
1112	lmmontgomery	1.0
70	orsonscottcard	1.0
693	michaelcrichton	1.0
278	shelsilverstein	1.0
1167	dantealighieri	0.5773502691896258
1167	allenmandelbaum	0.5773502691896258
1167	eugeniomontale	0.5773502691896258
48	raybradbury	1.0
113	josephheller	1.0
398	ericschlosser	1.0
209	thomasharris	1.0
4	harperlee	1.0
919	annieproulx	1.0
828	marjanesatrapi	0.7071067811865475
828	mattiasripa	0.7071067811865475
84	michaelcrichton	1.0
184	roalddahl	0.7071067811865475
184	quentinblake	0.7071067811865475
37	cslewis	1.0
1299	tomrobbins	1.0
373	roalddahl	0.7071067811865475
373	quentinblake	0.7071067811865475
599	douglasadams	1.0
751	douglasadams	1.0
1014	douglasadams	1.0
54	douglasadams	1.0
1332	douglasadams	1.0
766	neilgaiman	0.4082482904638631
766	samkieth	0.4082482904638631
766	mikedringenberg	0.4082482904638631
766	malcolmjonesiii	0.4082482904638631
766	toddklein	0.4082482904638631
766	karenberger	0.4082482904638631
104	cormacmccarthy	1.0
62	philippullman	1.0
271	danielkeyes	1.0
297	kurtvonnegutjr	1.0
682	susannaclarke	1.0
79	homer	0.4472135954999579
79	robertfagles	0.4472135954999579
79	evrieu	0.4472135954999579
79	frdricmugler	0.4472135954999579
79	bernardknox	0.4472135954999579
1222	ebwhite	0.7071067811865475
1222	garthwilliams	0.7071067811865475
77	louissachar	0.7071067811865475
77	louissachar	0.7071067811865475
264	ernesthemingway	1.0
335	roalddahl	0.7071067811865475
335	quentinblake	0.7071067811865475
158	roalddahl	0.7071067811865475
158	quentinblake	0.7071067811865475
529	jonathanswift	0.7071067811865475
529	robertdemariajr	0.7071067811865475
646	geoffreychaucer	0.7071067811865475
646	nevillcoghill	0.7071067811865475
138	nathanielhawthorne	0.5773502691896258
138	thomaseconnolly	0.5773502691896258
138	ninabaym	0.5773502691896258
374	billbryson	1.0
316	billbryson	1.0
368	philippullman	1.0
480	philippullman	1.0
1294	christopherhitchens	1.0
481	terrygoodkind	1.0
1071	terrygoodkind	1.0
510	robertjordan	1.0
1249	robertjordan	1.0
1278	robertjordan	1.0
330	robertjordan	1.0
528	robertjordan	1.0
1119	robertjordan	1.0
949	robertjordan	1.0
722	robertjordan	1.0
795	nickhornby	1.0
887	williamfaulkner	1.0
179	frankmccourt	1.0
63	emilybront	0.7071067811865475
63	richardjdunn	0.7071067811865475
431	thomasharris	1.0
109	victorhugo	0.5773502691896258
109	leefahnestock	0.5773502691896258
109	normanmacafee	0.5773502691896258
131	johnsteinbeck	1.0
792	jacobgrimm	0.3779644730092272
792	wilhelmgrimm	0.3779644730092272
792	josefscharl	0.3779644730092272
792	padraiccolum	0.3779644730092272
792	josephcampbell	0.3779644730092272
792	margaretrainehunt	0.3779644730092272
792	jamesstern	0.3779644730092272
1283	danielquinn	1.0
239	maxbrooks	1.0
234	lauriehalseanderson	1.0
1324	lauriehalseanderson	1.0
52	stepheniemeyer	1.0
49	stepheniemeyer	1.0
3	stepheniemeyer	1.0
591	shermanalexie	0.7071067811865475
591	ellenforney	0.7071067811865475
74	johngreen	1.0
275	johngreen	1.0
117	madeleinelengle	1.0
386	scottodell	1.0
68	stephenchbosky	1.0
425	beatricesparks	0.7071067811865475
425	anonymous	0.7071067811865475
1196	madeleinelengle	1.0
621	judyblume	1.0
369	jerryspinelli	1.0
120	annbrashares	1.0
53	christopherpaolini	1.0
219	cslewis	0.7071067811865475
219	paulinebaynes	0.7071067811865475
586	libbabray	1.0
245	katherinepaterson	1.0
354	tonimorrison	1.0
155	jrrtolkien	1.0
161	jrrtolkien	1.0
39	georgerrmartin	1.0
135	georgerrmartin	1.0
620	marionzimmerbradley	1.0
110	georgerrmartin	1.0
345	christopherpaolini	1.0
165	georgerrmartin	1.0
223	eoincolfer	1.0
15	annefrank	0.5773502691896258
15	eleanorroosevelt	0.5773502691896258
15	bmmooyaartdoubleday	0.5773502691896258
87	eliewiesel	0.7071067811865475
87	marionwiesel	0.7071067811865475
688	jonkrakauer	1.0
114	mitchalbom	0.7071067811865475
114	sauliusdagys	0.7071067811865475
154	williamshakespeare	1.0
71	marywollstonecraftshelley	0.5773502691896258
71	percybyssheshelley	0.5773502691896258
71	mauricehindle	0.5773502691896258
150	anitadiamant	1.0
66	margaretmitchell	1.0
531	unknown	0.7071067811865475
531	seamusheaney	0.7071067811865475
984	johnmilton	0.7071067811865475
984	johnleonard	0.7071067811865475
341	homer	0.5
341	robertfagles	0.5
341	frdricmugler	0.5
341	bernardknox	0.5
200	agathachristie	1.0
501	alexandermccallsmith	1.0
857	ellenraskin	1.0
671	agathachristie	0.7071067811865475
671		0.7071067811865475
85	shelsilverstein	1.0
102	mauricesendak	1.0
157	drseuss	0.7071067811865475
157		0.7071067811865475
59	ebwhite	0.5773502691896258
59	garthwilliams	0.5773502691896258
59	rosemarywells	0.5773502691896258
251	drseuss	1.0
93	franceshodgsonburnett	1.0
296	ericcarle	1.0
793	elkonigsburg	1.0
540	franceshodgsonburnett	0.7071067811865475
540	nancybond	0.7071067811865475
544	lauraingallswilder	0.7071067811865475
544	garthwilliams	0.7071067811865475
490	artspiegelman	1.0
90	sehinton	1.0
856	loislowry	1.0
137	dianagabaldon	1.0
554	dianagabaldon	1.0
1315	craigthompson	1.0
186	philippagregory	1.0
772	plato	0.7071067811865475
772	desmondlee	0.7071067811865475
819	henrydavidthoreau	1.0
898	annerice	1.0
356	lemonysnicket	0.7071067811865475
356	bretthelquist	0.7071067811865475
999	judyblume	1.0
905	judibarrett	0.7071067811865475
905	ronbarrett	0.7071067811865475
346	lfrankbaum	0.7071067811865475
346	wwdenslow	0.7071067811865475
463	dianagabaldon	1.0
1171	sarahdunant	1.0
712	dianagabaldon	1.0
357	erichmariaremarque	0.7071067811865475
357	awwheen	0.7071067811865475
116	marktwain	0.5773502691896258
116	guycardwell	0.5773502691896258
116	johnseelye	0.5773502691896258
1005	zadiesmith	1.0
317	mayaangelou	1.0
604	susannakaysen	1.0
347	cslewis	1.0
353	williamshakespeare	1.0
387	arthurmiller	0.7071067811865475
387	christopherbigsby	0.7071067811865475
934	samuelbeckett	1.0
714	williamshakespeare	1.0
855	williamshakespeare	1.0
715	arthurmiller	1.0
456	tennesseewilliams	1.0
136	rebeccawells	1.0
1095	susanbethpfeffer	1.0
868	astridlindgren	0.5
868	laurenchild	0.5
868	florencelamborn	0.5
868	nancyseligsohn	0.5
178	sylviaplath	1.0
372	davidsedaris	1.0
361	charlesdickens	0.5773502691896258
361	georgecruikshank	0.5773502691896258
361	philiphorne	0.5773502691896258
815	cormacmccarthy	1.0
461	pearlsbuck	1.0
593	ursulakleguin	1.0
107	nicholassparks	1.0
44	nicholassparks	1.0
616	jodipicoult	1.0
331	jodipicoult	1.0
1381	jasperfforde	1.0
1117	michaelcrichton	1.0
1083	alicesebold	1.0
248	williamshakespeare	0.5
248	barbaraamowat	0.5
248	paulwerstine	0.5
248	catherinebelsey	0.5
233	gabrielgarcamrquez	0.7071067811865475
233	edithgrossman	0.7071067811865475
160	charlesdickens	1.0
675	stephenking	1.0
1123	stephenking	1.0
944	stephenking	1.0
488	stephenking	1.0
739	stephenking	1.0
232	stephenking	1.0
911	stephenking	1.0
1288	richardbachman	0.7071067811865475
1288	stephenking	0.7071067811865475
818	stephenking	0.7071067811865475
818	williamolivierdesmond	0.7071067811865475
806	stephenking	0.7071067811865475
806	davemckean	0.7071067811865475
578	stephenking	0.7071067811865475
578	mariemilpois	0.7071067811865475
1053	stephenking	0.7071067811865475
1053	darrelanderson	0.7071067811865475
967	stephenking	1.0
725	stephenking	0.7071067811865475
725	neddameron	0.7071067811865475
953	stephenking	1.0
612	stephenking	1.0
865	stephenking	0.7071067811865475
865	johndmacdonald	0.7071067811865475
936	stephenking	0.7071067811865475
936	berniewrightson	0.7071067811865475
703	stephenking	1.0
1075	stephenking	0.7071067811865475
1075	dominiquedill	0.7071067811865475
1360	stephenking	1.0
1208	stephenking	1.0
705	richardbachman	0.7071067811865475
705	stephenking	0.7071067811865475
46	saragruen	1.0
611	jrrtolkien	0.5773502691896258
611	christophertolkien	0.5773502691896258
611	tednasmith	0.5773502691896258
1176	dennislehane	1.0
768	dennislehane	1.0
650	harrietbeecherstowe	1.0
730	johnsteinbeck	1.0
1161	johnsteinbeck	1.0
505	timlahaye	0.7071067811865475
505	jerrybjenkins	0.7071067811865475
786	shelsilverstein	1.0
569	jamespatterson	1.0
1351	jamespatterson	1.0
1260	jamespatterson	0.7071067811865475
1260	peterdejonge	0.7071067811865475
83	charlesdickens	0.5773502691896258
83	richardmaxwell	0.5773502691896258
83	hablotknightbrowne	0.5773502691896258
660	michaelcrichton	1.0
575	michaelcrichton	1.0
1296	michaelcrichton	1.0
332	cslewis	1.0
602	cslewis	0.7071067811865475
602	paulinebaynes	0.7071067811865475
542	cslewis	1.0
292	cslewis	0.7071067811865475
292	paulinebaynes	0.7071067811865475
25	jkrowling	0.7071067811865475
25	marygrandpr	0.7071067811865475
27	jkrowling	0.7071067811865475
27	marygrandpr	0.7071067811865475
24	jkrowling	0.7071067811865475
24	marygrandpr	0.7071067811865475
18	jkrowling	0.5773502691896258
18	marygrandpr	0.5773502691896258
18	rufusbeck	0.5773502691896258
21	jkrowling	0.7071067811865475
21	marygrandpr	0.7071067811865475
23	jkrowling	0.7071067811865475
23	marygrandpr	0.7071067811865475
2	jkrowling	0.7071067811865475
2	marygrandpr	0.7071067811865475
1218	frankeperetti	1.0
453	charlesfrazier	1.0
310	jenniferweiner	1.0
530	williamshakespeare	0.4472135954999579
530	barbaraamowat	0.4472135954999579
530	paulwerstine	0.4472135954999579
530	gailkernpaster	0.4472135954999579
530	robertjackson	0.4472135954999579
156	emilygiffin	1.0
455	emilygiffin	1.0
647	emilygiffin	1.0
864	dianagabaldon	1.0
1026	dianagabaldon	1.0
411	sophiekinsella	1.0
228	emmamclaughlin	0.7071067811865475
228	nicolakraus	0.7071067811865475
78	laurenweisberger	1.0
207	janetevanovich	1.0
1067	janetevanovich	1.0
912	janetevanovich	1.0
996	janetevanovich	1.0
1232	janetevanovich	0.7071067811865475
1232	loreleiking	0.7071067811865475
1267	janetevanovich	1.0
1226	janetevanovich	1.0
1151	janetevanovich	1.0
1390	janetevanovich	1.0
1365	carsonmccullers	1.0
381	billieletts	1.0
625	chrisbohjalian	1.0
727	bernhardschlink	0.7071067811865475
727	carolbrownjaneway	0.7071067811865475
148	tracychevalier	1.0
118	amytan	1.0
694	emilygiffin	1.0
851	vcandrews	1.0
268	kazuoishiguro	1.0
570	nickhornby	1.0
5	fscottfitzgerald	1.0
80	antoinedesaintexupry	0.5
80	richardhoward	0.5
80	dommarcosbarbosa	0.5
80	melinakarakosta	0.5
559	thomashardy	0.5773502691896258
559	timdolin	0.5773502691896258
559	margaretrhigonnet	0.5773502691896258
180	hermannhesse	0.7071067811865475
180	hildarosner	0.7071067811865475
1094	willacather	1.0
177	fyodordostoyevsky	0.7071067811865475
177	davidmcduff	0.7071067811865475
265	bettysmith	1.0
13	georgeorwell	0.5773502691896258
13	erichfromm	0.5773502691896258
13	cellster	0.5773502691896258
916	azarnafisi	1.0
472	viktorefrankl	1.0
899	edithwharton	0.7071067811865475
899	maureenhoward	0.7071067811865475
829	emforster	1.0
272	lauraesquivel	0.5773502691896258
272	thomaschristensen	0.5773502691896258
272	carolchristensen	0.5773502691896258
883	margaretatwood	1.0
189	jrrtolkien	1.0
125	williamshakespeare	0.5773502691896258
125	richardandrews	0.5773502691896258
125	rexgibson	0.5773502691896258
860	barbarakingsolver	1.0
888	crockettjohnson	1.0
1287	harryallard	0.7071067811865475
1287	jamesmarshall	0.7071067811865475
641	cslewis	1.0
1061	elizabethgeorgespeare	1.0
388	garypaulsen	1.0
36	loislowry	1.0
622	nicholassparks	1.0
508	barbaraehrenreich	1.0
174	williampaulyoung	1.0
231	tatianaderosnay	1.0
81	jeannettewalls	1.0
256	gregmortenson	0.7071067811865475
256	davidoliverrelin	0.7071067811865475
47	markuszusak	1.0
199	johngrogan	1.0
1175	shannonhale	1.0
263	gailcarsonlevine	1.0
241	loislowry	1.0
457	elizabethkostova	1.0
523	timobrien	1.0
687	davidmccullough	1.0
82	jonkrakauer	1.0
383	jamesfrey	1.0
236	jonkrakauer	1.0
213	franzkafka	0.7071067811865475
213	stanleycorngold	0.7071067811865475
1329	allenginsberg	0.7071067811865475
1329	williamcarloswilliams	0.7071067811865475
308	sophiekinsella	1.0
560	gustaveflaubert	0.5
560	margaretmauldon	0.5
560	malcolmbowie	0.5
560	markoverstall	0.5
1393	evelynwaugh	1.0
97	bramstoker	0.5773502691896258
97	ninaauerbach	0.5773502691896258
97	davidjskal	0.5773502691896258
961	georgeeliot	0.7071067811865475
961	michelfaber	0.7071067811865475
1035	walterisaacson	1.0
701	virginiawoolf	0.7071067811865475
701	maureenhoward	0.7071067811865475
1041	fyodordostoyevsky	0.4472135954999579
1041	constancegarnett	0.4472135954999579
1041	alanmyers	0.4472135954999579
1041	josephfrank	0.4472135954999579
1041	annabrailovsky	0.4472135954999579
162	albertcamus	0.7071067811865475
162	matthewward	0.7071067811865475
718	williamfaulkner	1.0
1224	briangreene	1.0
304	wallylamb	1.0
229	lewiscarroll	0.5773502691896258
229	johntenniel	0.5773502691896258
229	martingardner	0.5773502691896258
222	robertludlum	1.0
448	rickwarren	1.0
1319	cormacmccarthy	1.0
478	danieldefoe	0.5773502691896258
478	geraldmccann	0.5773502691896258
478	virginiawoolf	0.5773502691896258
1113	friedrichnietzsche	0.7071067811865475
1113	walterkaufmann	0.7071067811865475
538	johnberendt	1.0
590	charlesdickens	0.7071067811865475
590	jeremytambling	0.7071067811865475
479	niccolmachiavelli	0.5
479	adolphcaso	0.5
479	rufusgoodwin	0.5
479	benjaminmartinez	0.5
1316	davidwroblewski	1.0
56	stepheniemeyer	1.0
1149	jodipicoult	1.0
399	jkrowling	1.0
927	ellenhopkins	1.0
273	lisasee	1.0
1238	daveeggers	1.0
197	charlaineharris	1.0
527	charlaineharris	1.0
563	charlaineharris	1.0
558	charlaineharris	1.0
631	charlaineharris	1.0
652	charlaineharris	1.0
624	charlaineharris	1.0
724	charlaineharris	1.0
707	sharoncreech	1.0
255	aynrand	0.7071067811865475
255	leonardpeikoff	0.7071067811865475
417	dianesetterfield	1.0
903	aynrand	1.0
959	jamesjoyce	0.7071067811865475
959	seamusdeane	0.7071067811865475
780	billwatterson	0.7071067811865475
780	gbtrudeau	0.7071067811865475
879	uptonsinclair	0.5773502691896258
879	earllee	0.5773502691896258
879	kathleendegrave	0.5773502691896258
681	lauraingallswilder	0.7071067811865475
681	garthwilliams	0.7071067811865475
595	johnknowles	1.0
416	roalddahl	0.7071067811865475
416	quentinblake	0.7071067811865475
123	johngrisham	1.0
1255	sandracisneros	1.0
626	chrisvanallsburg	1.0
108	sophiekinsella	1.0
955	sophiekinsella	1.0
1063	sophiekinsella	1.0
509	sophiekinsella	1.0
834	stepheniemeyer	1.0
467	junotdaz	1.0
867	nicolekrauss	1.0
473	tanafrench	1.0
1310	jhumpalahiri	1.0
1239	gabrielgarcamrquez	0.7071067811865475
1239	gregoryrabassa	0.7071067811865475
943	davidsedaris	1.0
534	davidsedaris	1.0
662	jhumpalahiri	1.0
92	stevendlevitt	0.7071067811865475
92	stephenjdubner	0.7071067811865475
848	amytan	1.0
111	kimedwards	1.0
266	jamespatterson	1.0
242	jamespatterson	1.0
217	eriklarson	0.7071067811865475
217	tonygoldwyn	0.7071067811865475
364	drseuss	1.0
270	daphnedumaurier	0.7071067811865475
270	sallybeauman	0.7071067811865475
577	nataliebabbitt	1.0
323	milankundera	0.7071067811865475
323	michaelhenryheim	0.7071067811865475
733	davidguterson	1.0
471	janeausten	0.5
471	kathrynsutherland	0.5
471	tonytanner	0.5
471	clairelamont	0.5
451	janeausten	0.7071067811865475
451	alfredmacadam	0.7071067811865475
778	victorhugo	0.7071067811865475
778	walterjcobb	0.7071067811865475
375	jacklondon	1.0
937	philippullman	1.0
663	howardzinn	1.0
922	kathyreichs	1.0
1039	sethgrahamesmith	0.7071067811865475
1039	janeausten	0.7071067811865475
485	fyodordostoyevsky	0.5773502691896258
485	richardpevear	0.5773502691896258
485	larissavolokhonsky	0.5773502691896258
592	mikhailbulgakov	0.5
592	katherinetiernanoconnor	0.5
592	dianaburgin	0.5
592	ellendeaproffer	0.5
925	isabelallende	0.7071067811865475
925	margaretsayerspeden	0.7071067811865475
172	leotolstoy	0.5
172	louisemaude	0.5
172	leotolstoj	0.5
172	aylmermaude	0.5
516	michaelchabon	1.0
515	patconroy	1.0
782	katechopin	1.0
770	williamshakespeare	0.7071067811865475
770	romagill	0.7071067811865475
576	voltaire	1.0
773	williamshakespeare	1.0
997	emmuskaorczy	1.0
518	jmbarrie	0.7071067811865475
518	michaelhague	0.7071067811865475
181	trumancapote	1.0
497	annasewell	1.0
826	kennethgrahame	0.7071067811865475
826	gillianavery	0.7071067811865475
1084	virginiawoolf	1.0
639	johannaspyri	0.5773502691896258
639	angelorinaldi	0.5773502691896258
639	beverlycleary	0.5773502691896258
1184	fscottfitzgerald	1.0
545	margerywilliamsbianco	0.7071067811865475
545	williamnicholson	0.7071067811865475
1015	hermannhesse	0.7071067811865475
1015	basilcreighton	0.7071067811865475
424	umbertoeco	0.5773502691896258
424	williamweaver	0.5773502691896258
424	senbarrett	0.5773502691896258
391	drseuss	1.0
820	kazuoishiguro	1.0
1373	lynnereidbanks	1.0
679	ludwigbemelmans	1.0
496	jeanmauel	1.0
194	hermanmelville	0.5773502691896258
194	andrewdelbanco	0.5773502691896258
194	tomquirk	0.5773502691896258
1073	williammakepeacethackeray	0.7071067811865475
1073	johncarey	0.7071067811865475
1178	marktwain	0.7071067811865475
1178	everetthemerson	0.7071067811865475
512	edgarallanpoe	1.0
514	arthurconandoyle	1.0
468	zoranealehurston	1.0
1186	tennesseewilliams	1.0
1135	jamesjoyce	0.7071067811865475
1135	jerijohnson	0.7071067811865475
824	sophocles	0.7071067811865475
824	jethomas	0.7071067811865475
614	franzkafka	0.5
614	edwinmuir	0.5
614	willamuir	0.5
614	maxbrod	0.5
1364	fyodordostoyevsky	0.5773502691896258
1364	andrewrmacandrew	0.5773502691896258
1364	benmarcus	0.5773502691896258
358	drseuss	1.0
872	albertcamus	0.7071067811865475
872	stuartgilbert	0.7071067811865475
1108	hanschristianandersen	0.5
1108	lilyowens	0.5
1108	arthurrackham	0.5
1108	hansrichter	0.5
1348	drseuss	1.0
489	kahlilgibran	1.0
672	agathachristie	1.0
444	aamilne	0.7071067811865475
444	ernesthshepard	0.7071067811865475
446	arthurconandoyle	1.0
400	williamgibson	1.0
606	richardbach	0.7071067811865475
606	russellmunson	0.7071067811865475
360	philipkdick	0.7071067811865475
360	rogerzelazny	0.7071067811865475
546	robertmpirsig	1.0
1160	raymondchandler	1.0
994	jamesherriot	1.0
1322	petersbeagle	1.0
877	michaelende	0.5773502691896258
877	ralphmanheim	0.5773502691896258
877	roswithaquadflieg	0.5773502691896258
765	malcolmx	0.7071067811865475
765	alexhaley	0.7071067811865475
895	joandidion	1.0
1272	lynnetruss	1.0
1144	barbarakingsolver	1.0
1378	simonwinchester	1.0
1145	joycecaroloates	1.0
1031	ernesthemingway	1.0
198	alicewalker	1.0
261	francesmayes	1.0
941	michaelcunningham	1.0
1088	thomashardy	0.5773502691896258
1088	rosemariemorgan	0.5773502691896258
1088	shannonrussell	0.5773502691896258
1235	carlsagan	1.0
430	harukimurakami	0.7071067811865475
430	philipgabriel	0.7071067811865475
948	richardrusso	1.0
901	geraldinebrooks	1.0
885	andredubusiii	1.0
1317	christinaschwarz	1.0
300	johnboyne	1.0
661	judithviorst	0.7071067811865475
661	raycruz	0.7071067811865475
1158	leonuris	1.0
397	patricksskind	0.7071067811865475
397	johnewoods	0.7071067811865475
982	calebcarr	1.0
840	jamesclavell	1.0
1087	markuszusak	1.0
274	mariopuzo	0.5773502691896258
274	robertthompson	0.5773502691896258
274	peterbart	0.5773502691896258
1311	anitashreve	1.0
443	sarahdessen	1.0
519	scottwesterfeld	1.0
73	stepheniemeyer	1.0
187	scottwesterfeld	1.0
615	sarahdessen	1.0
781	scottwesterfeld	1.0
541	sarahdessen	1.0
367	deankoontz	1.0
336	jamespatterson	1.0
1379	jamespatterson	0.7071067811865475
1379	andrewgross	0.7071067811865475
674	jamespatterson	1.0
1265	artspiegelman	1.0
293	robertlouisstevenson	1.0
597	migueldecervantessaavedra	0.5773502691896258
597	robertogonzlezechevarra	0.5773502691896258
597	johnrutherford	0.5773502691896258
420	nicholassparks	1.0
784	mitchalbom	1.0
500	megcabot	1.0
690	barackobama	1.0
329	randypausch	0.7071067811865475
329	jeffreyzaslow	0.7071067811865475
486	jeanneduprau	1.0
1020	katedicamillo	0.7071067811865475
1020	timothybasilering	0.7071067811865475
608	robertmunsch	0.7071067811865475
608	sheilamcgraw	0.7071067811865475
454	laurajoffenumeroff	0.7071067811865475
454	feliciabond	0.7071067811865475
579	pdeastman	1.0
549	donfreeman	1.0
728	billmartinjr	0.7071067811865475
728	ericcarle	0.7071067811865475
627	jonscieszka	0.7071067811865475
627	lanesmith	0.7071067811865475
873	lemonysnicket	0.7071067811865475
873	bretthelquist	0.7071067811865475
1033	lemonysnicket	0.7071067811865475
1033	bretthelquist	0.7071067811865475
1225	lemonysnicket	0.7071067811865475
1225	bretthelquist	0.7071067811865475
1163	lemonysnicket	0.7071067811865475
1163	bretthelquist	0.7071067811865475
1289	lemonysnicket	0.7071067811865475
1289	bretthelquist	0.7071067811865475
1233	lemonysnicket	0.7071067811865475
1233	bretthelquist	0.7071067811865475
284	jackkerouac	1.0
427	oscarwilde	1.0
1217	annerice	1.0
436	arundhatiroy	1.0
653	jossaramago	0.7071067811865475
653	giovannipontiero	0.7071067811865475
513	corrietenboom	0.5773502691896258
513	johnsherrill	0.5773502691896258
513	elizabethsherrill	0.5773502691896258
311	colleenmccullough	1.0
587	jonathansafranfoer	1.0
408	jareddiamond	1.0
817	dianawynnejones	1.0
769	arthurconandoyle	1.0
731	williampeterblatty	1.0
195	maryannshaffer	0.7071067811865475
195	anniebarrows	0.7071067811865475
594	katedicamillo	0.7071067811865475
594	chrissheban	0.7071067811865475
767	laurahillenbrand	1.0
700	philippagregory	1.0
1079	jamesredfield	1.0
832	jdrobb	1.0
1032	brandonmull	1.0
31	kathrynstockett	1.0
447	christopherpaolini	1.0
312	neilgaiman	0.7071067811865475
312	davemckean	0.7071067811865475
1052	jodipicoult	1.0
16	stieglarsson	0.7071067811865475
16	regkeeland	0.7071067811865475
709	jdsalinger	1.0
258	carlosruizzafn	0.7071067811865475
258	luciagraves	0.7071067811865475
520	harukimurakami	0.7071067811865475
520	jayrubin	0.7071067811865475
407	annpatchett	1.0
550	michaelpollan	1.0
