user_id	year	UA_year_val
3087	1850	3.0
3087	1606	4.0
3087	1818	5.0
3087	1922	13.0
3087	1915	8.0
3087	1851	2.0
3087	1962	5.0
3087	1860	5.0
3087	1811	2.0
3087	1938	9.0
3087	1996	19.0
3087	1903	2.0
3087	1980	8.0
3087	1989	22.0
3087	1905	3.0
3087	1984	5.0
3087	1965	5.0
3087	1991	3.0
3087	1987	9.0
3087	2004	7.0
3087	1959	3.0
3087	1974	8.0
3087	1970	5.0
3087	1981	10.0
3087	1603	5.0
3087	1929	5.0
3087	1999	13.0
3087	1992	12.0
3087	1871	5.0
3087	1986	5.0
3087	1880	3.0
3087	1994	18.0
3087	1972	5.0
3087	2010	3.0
3087	1993	10.0
3087	1932	5.0
3087	1930	3.0
3087	2011	6.0
3087	2008	3.0
3087	1976	4.0
3087	2012	1.0
3087	1919	5.0
3662	2001	11.0
3662	1985	21.0
3662	1988	7.0
3662	1989	13.0
3662	1987	9.0
3662	1993	9.0
3662	1994	6.0
3662	2007	19.0
3662	1818	4.0
3662	1996	31.0
3662	1897	5.0
3662	1999	20.0
3662	2008	24.0
3662	2002	11.0
3662	2010	31.0
3662	1982	9.0
3662	2005	21.0
3662	1967	8.0
3662	2006	20.0
3662	2004	6.0
3662	2009	31.0
3662	2011	18.0
3662	1997	14.0
3662	1965	5.0
3662	1947	4.0
3662	1990	5.0
3662	1991	9.0
3662	1935	5.0
3662	1995	7.0
3662	1969	9.0
3662	2000	5.0
3662	1984	5.0
3662	1972	9.0
3662	1960	10.0
3662	1981	5.0
3662	1956	10.0
3662	1923	5.0
3662	1942	7.0
3662	1941	5.0
3662	1883	5.0
3662	1983	4.0
3662	1894	4.0
3662	1925	4.0
3662	1949	5.0
3662	1813	4.0
3662	1937	4.0
3662	2013	5.0
3662	2003	3.0
3662	1973	9.0
3662	1862	5.0
3662	1877	4.0
3662	1847	10.0
3662	1811	3.0
3662	1866	4.0
3662	1850	2.0
3662	1868	5.0
3662	1852	4.0
3662	1953	4.0
3662	1920	4.0
3662	1814	3.0
3662	1817	3.0
3662	1936	5.0
3662	1876	4.0
3662	1916	2.0
3662	1962	11.0
3662	2012	13.0
3662	1964	10.0
3662	1908	5.0
3662	1952	9.0
3662	1963	4.0
3662	1911	5.0
3662	-720	3.0
3662	1943	4.0
3662	1892	4.0
3662	1938	5.0
3662	1946	5.0
3662	1922	4.0
3662	1851	4.0
3662	1976	5.0
3662	1955	3.0
3662	1926	4.0
3662	1957	8.0
3662	1977	9.0
3662	1966	5.0
3662	1939	4.0
3662	1904	4.0
3662	1900	3.0
3662	1595	4.0
3662	1961	4.0
3662	1970	3.0
3662	1882	4.0
3662	1992	4.0
3662	1950	4.0
3922	1813	5.0
3922	1817	7.0
3922	1815	4.0
3922	1811	5.0
3922	2002	15.0
3922	1996	21.0
3922	1980	16.0
3922	2007	30.0
3922	2004	16.0
3922	1998	18.0
3922	1988	13.0
3922	1937	9.0
3922	1954	12.0
3922	1955	15.0
3922	2005	37.0
3922	2006	14.0
3922	2008	14.0
3922	1997	25.0
3922	2003	27.0
3922	2000	34.0
3922	1990	13.0
3922	1987	4.0
3922	1995	16.0
3922	1992	10.0
3922	1967	14.0
3922	1985	9.0
3922	1981	4.0
3922	1994	7.0
3922	1999	20.0
3922	1978	8.0
3922	1847	4.0
3922	1989	4.0
3922	2001	16.0
3922	1859	5.0
3922	1925	2.0
3922	1960	4.0
3922	1952	10.0
3922	1884	4.0
3922	1860	4.0
3922	1976	4.0
3922	1595	5.0
3922	1947	3.0
3922	1962	5.0
3922	1969	4.0
3922	1949	5.0
3922	1993	16.0
3922	1951	5.0
3922	1950	5.0
3922	1818	4.0
3922	1911	6.0
3922	1977	5.0
3922	1986	4.0
3922	1957	4.0
3922	1936	4.0
3922	1945	5.0
3922	1938	5.0
3922	1868	5.0
3922	1975	4.0
3922	1984	4.0
3922	1961	13.0
3922	1983	5.0
3922	1935	5.0
3922	1814	4.0
3922	1931	4.0
3922	1853	4.0
3922	1831	4.0
3922	1958	5.0
3922	1956	5.0
3922	1915	3.0
3922	1964	5.0
3922	1903	4.0
3922	1963	4.0
3922	1929	4.0
3922	1974	5.0
3922	1927	4.0
3922	1982	9.0
3922	-720	4.0
3922	1871	5.0
3922	1877	5.0
3922	2010	10.0
3922	2009	9.0
3922	2013	5.0
3922	2014	5.0
3922	2015	5.0
3922	2011	5.0
4536	2003	30.0
4536	1974	3.0
4536	1813	2.0
4536	2000	17.0
4536	1997	11.0
4536	1937	6.0
4536	1969	10.0
4536	1945	5.0
4536	2002	28.0
4536	1884	2.0
4536	1932	3.0
4536	2001	22.0
4536	1998	14.0
4536	1954	4.0
4536	1595	8.0
4536	1995	9.0
4536	1967	10.0
4536	1985	10.0
4536	1943	2.0
4536	1973	7.0
4536	1952	6.0
4536	1999	14.0
4536	2006	20.0
4536	2007	25.0
4536	2004	24.0
4536	1993	6.0
4536	1854	2.0
4536	1868	5.0
4536	1992	4.0
4536	1989	8.0
4536	1978	3.0
4536	1981	3.0
4536	1908	5.0
4536	1909	8.0
4536	1915	5.0
4536	1917	5.0
4536	1939	5.0
4536	1905	8.0
4536	1853	2.0
4536	1930	1.0
4536	1996	8.0
4536	1847	6.0
4536	1838	3.0
4536	2005	16.0
4536	1931	3.0
4536	1936	3.0
4536	1968	3.0
4536	1950	4.0
4536	1971	5.0
4536	1911	2.0
4536	1982	10.0
4536	1886	7.0
4536	1891	5.0
4536	1860	2.0
4536	1977	4.0
4536	2008	7.0
4536	1859	3.0
4536	1818	4.0
4536	1963	3.0
4536	1844	2.0
4536	1990	6.0
4536	1965	5.0
4536	1976	1.0
4536	1871	3.0
4536	1815	4.0
4536	1817	7.0
4536	1987	1.0
4536	1865	3.0
4536	1904	3.0
4536	1814	3.0
4536	1600	3.0
4536	1957	4.0
4536	1862	2.0
4536	1850	2.0
4536	1606	3.0
4536	1851	1.0
4536	1922	3.0
4536	1811	3.0
4536	2009	4.0
4536	1897	3.0
4536	1390	2.0
4536	1972	4.0
4536	1895	2.0
4536	1959	1.0
4536	1980	3.0
4536	1958	2.0
4536	1599	3.0
4536	1902	3.0
4536	1808	2.0
4536	1906	2.0
4536	1890	4.0
4536	1598	4.0
4536	1929	1.0
4536	1970	3.0
4536	1603	2.0
4536	1984	4.0
4536	1948	2.0
4536	1892	4.0
4606	1985	8.0
4606	1987	17.0
4606	1981	6.0
4606	1976	2.0
4606	1996	19.0
4606	1952	2.0
4606	1308	4.0
4606	1953	4.0
4606	1961	11.0
4606	1972	4.0
4606	1899	2.0
4606	2001	23.0
4606	1988	23.0
4606	1960	1.0
4606	1844	5.0
4606	1984	7.0
4606	1990	50.0
4606	2003	29.0
4606	1950	7.0
4606	1980	8.0
4606	1982	19.0
4606	2002	18.0
4606	1979	5.0
4606	1992	40.0
4606	2005	7.0
4606	1989	31.0
4606	1998	32.0
4606	2006	21.0
4606	1959	5.0
4606	1995	19.0
4606	1962	4.0
4606	1966	1.0
4606	1963	4.0
4606	2004	24.0
4606	-720	4.0
4606	1945	3.0
4606	1926	1.0
4606	1964	3.0
4606	1726	4.0
4606	1390	2.0
4606	1911	1.0
4606	1850	1.0
4606	1973	5.0
4606	2007	18.0
4606	1983	5.0
4606	1986	8.0
4606	1991	17.0
4606	1994	24.0
4606	1993	12.0
4606	1997	16.0
4606	2000	22.0
4606	1999	16.0
4606	1967	5.0
4606	1951	6.0
4606	1847	1.0
4606	1862	3.0
4606	1939	1.0
4606	1812	4.0
4606	1968	3.0
5272	1999	25.0
5272	2000	26.0
5272	2007	22.0
5272	2006	18.0
5272	2005	25.0
5272	1993	19.0
5272	1962	3.0
5272	1995	5.0
5272	1998	23.0
5272	1960	9.0
5272	1974	2.0
5272	1971	1.0
5272	1973	2.0
5272	1970	4.0
5272	2001	20.0
5272	2002	16.0
5272	1908	4.0
5272	1978	16.0
5272	1956	4.0
5272	2003	24.0
5272	1977	3.0
5272	1961	6.0
5272	1987	4.0
5272	1954	3.0
5272	1955	4.0
5272	1990	11.0
5272	1996	13.0
5272	1997	14.0
5272	1950	5.0
5272	1982	5.0
5272	1992	15.0
5272	1991	14.0
5272	1947	8.0
5272	1958	4.0
5272	1813	3.0
5272	1884	4.0
5272	1847	6.0
5272	1937	2.0
5272	1850	1.0
5272	1815	4.0
5272	1606	3.0
5272	1818	4.0
5272	-720	5.0
5272	1989	9.0
5272	1985	11.0
5272	1936	9.0
5272	1981	11.0
5272	1855	5.0
5272	975	3.0
5272	1667	2.0
5272	-750	5.0
5272	1939	5.0
5272	1941	4.0
5272	1994	4.0
5272	1920	4.0
5272	1964	4.0
5272	1963	8.0
5272	1952	14.0
5272	1957	3.0
5272	1988	12.0
5272	1911	4.0
5272	1969	9.0
5272	1967	8.0
5272	1905	5.0
5272	1980	5.0
5272	1935	5.0
5272	1953	4.0
5272	1938	3.0
5272	-380	1.0
5272	1854	5.0
5272	1976	4.0
5272	1972	4.0
5272	1979	5.0
5272	1900	5.0
5272	1929	2.0
5272	1930	5.0
5272	1876	4.0
5272	1951	4.0
5272	1603	11.0
5272	1601	4.0
5272	1949	3.0
5272	1879	4.0
5272	-441	5.0
5272	2004	5.0
5272	1945	5.0
5272	1942	5.0
5436	1984	11.0
5436	1976	3.0
5436	1977	10.0
5436	1973	8.0
5436	1981	13.0
5436	1987	20.0
5436	1993	7.0
5436	1980	18.0
5436	1996	30.0
5436	1985	10.0
5436	1982	17.0
5436	1992	15.0
5436	1983	4.0
5436	1986	8.0
5436	1979	11.0
5436	2001	24.0
5436	1997	23.0
5436	1995	13.0
5436	2004	10.0
5436	1989	13.0
5436	1994	6.0
5436	1991	10.0
5436	2002	25.0
5436	1978	1.0
5436	2003	33.0
5436	2006	29.0
5436	1998	23.0
5436	1975	3.0
5436	1999	18.0
5436	2008	8.0
5436	1990	17.0
5436	2000	17.0
5436	1937	9.0
5436	1954	20.0
5436	1955	5.0
5436	2007	6.0
5436	1876	4.0
5436	1884	4.0
5436	1852	5.0
5436	1952	4.0
5436	1939	5.0
5436	1947	3.0
5436	1945	3.0
5436	1962	3.0
5436	1935	4.0
5436	1968	8.0
5436	1953	15.0
5436	2005	17.0
5436	1988	4.0
5436	1859	4.0
5436	1960	5.0
5436	1972	7.0
5436	1950	5.0
5436	1951	9.0
5436	1970	4.0
5885	1954	7.0
5885	2001	19.0
5885	1969	9.0
5885	1884	4.0
5885	2006	28.0
5885	1985	7.0
5885	1997	27.0
5885	1598	3.0
5885	2004	13.0
5885	2005	29.0
5885	1991	4.0
5885	1992	9.0
5885	1993	5.0
5885	2000	15.0
5885	2002	18.0
5885	2003	17.0
5885	1994	7.0
5885	1998	13.0
5885	1996	24.0
5885	2007	21.0
5885	2008	32.0
5885	1999	13.0
5885	1977	7.0
5885	1940	8.0
5885	1995	12.0
5885	1958	4.0
5885	1844	4.0
5885	1950	5.0
5885	1953	5.0
5885	1891	3.0
5885	1926	9.0
5885	1980	4.0
5885	1984	5.0
5885	1976	8.0
5885	1971	17.0
5885	1963	8.0
5885	1964	5.0
5885	1937	4.0
5885	1947	4.0
5885	1989	14.0
5885	1988	8.0
5885	1868	4.0
5885	1979	1.0
5885	1911	7.0
5885	1987	2.0
5885	1990	12.0
5885	1859	3.0
5885	1818	5.0
5885	1974	8.0
5885	1955	3.0
5885	1860	4.0
5885	1897	3.0
5885	1929	11.0
5885	1850	3.0
5885	1952	8.0
5885	1956	5.0
5885	1899	5.0
5885	1915	4.0
5885	1895	4.0
5885	1908	4.0
5885	1967	4.0
5885	1881	2.0
5885	1959	4.0
5885	1939	4.0
5885	2009	15.0
5885	2010	8.0
5885	2011	4.0
5885	1962	4.0
5885	1960	5.0
5885	1595	4.0
5885	1865	2.0
5885	1957	5.0
5885	1876	4.0
5885	1934	5.0
5885	1945	3.0
5885	1949	3.0
5885	1904	4.0
1169	1987	4.0
1169	2002	6.0
1169	2005	19.0
1169	1998	23.0
1169	1988	14.0
1169	2000	27.0
1169	1985	8.0
1169	1847	5.0
1169	1995	4.0
1169	1954	13.0
1169	1925	9.0
1169	1960	8.0
1169	2001	15.0
1169	1989	8.0
1169	1980	10.0
1169	1997	21.0
1169	1946	10.0
1169	1891	5.0
1169	1967	9.0
1169	1922	7.0
1169	1860	3.0
1169	1859	4.0
1169	1918	4.0
1169	1866	4.0
1169	1990	4.0
1169	1943	7.0
1169	1913	7.0
1169	1949	7.0
1169	1945	3.0
1169	1955	14.0
1169	1947	8.0
1169	1961	9.0
1169	1992	11.0
1169	2003	16.0
1169	1868	4.0
1169	1884	3.0
1169	1999	9.0
1169	1850	4.0
1169	1920	4.0
1169	1910	4.0
1169	1908	4.0
1169	1964	8.0
1169	1598	5.0
1169	1600	5.0
1169	1606	4.0
1169	1595	9.0
1169	1956	13.0
1169	1950	5.0
1169	1963	9.0
1169	1811	4.0
1169	1911	5.0
1169	1972	11.0
1169	1977	4.0
1169	1982	10.0
1169	1899	3.0
1169	1981	10.0
1169	1951	11.0
1169	1953	10.0
1169	1958	8.0
1169	1926	6.0
1169	1919	3.0
1169	1921	3.0
1169	1939	3.0
1169	1923	4.0
1169	1915	4.0
1169	1917	4.0
1169	1909	4.0
1169	1986	4.0
1169	1970	8.0
1169	1974	12.0
1169	1993	5.0
1169	2004	8.0
1169	2010	15.0
1169	2008	16.0
1169	2009	8.0
1169	1952	7.0
1169	1962	3.0
1169	1948	4.0
1169	1969	9.0
1169	1966	4.0
1169	1877	4.0
1169	1959	3.0
1169	1603	3.0
1169	1996	4.0
1169	1871	5.0
1169	1944	3.0
1169	2011	4.0
1169	2006	7.0
1169	1856	5.0
6063	2006	42.0
6063	2002	15.0
6063	1990	10.0
6063	2007	31.0
6063	2003	18.0
6063	2005	26.0
6063	2008	57.0
6063	1992	11.0
6063	2000	10.0
6063	2001	5.0
6063	1997	13.0
6063	1813	1.0
6063	2009	31.0
6063	1958	4.0
6063	1972	4.0
6063	1989	7.0
6063	1884	3.0
6063	1949	4.0
6063	1954	14.0
6063	1847	3.0
6063	2004	7.0
6063	1956	4.0
6063	1877	4.0
6063	1995	8.0
6063	1983	3.0
6063	1947	7.0
6063	1948	5.0
6063	1963	12.0
6063	1945	4.0
6063	1953	3.0
6063	1937	4.0
6063	1595	9.0
6063	1865	4.0
6063	1964	3.0
6063	1952	9.0
6063	1868	4.0
6063	1985	8.0
6063	1600	3.0
6063	1955	9.0
6063	1969	7.0
6063	1962	7.0
6063	1999	10.0
6063	1852	4.0
6063	1876	4.0
6063	1974	3.0
6063	-720	4.0
6063	1908	5.0
6063	1950	3.0
6063	1915	3.0
6063	1869	4.0
6063	1982	3.0
6063	1939	4.0
6063	1987	12.0
6063	1967	5.0
6063	1988	11.0
6063	1911	4.0
6063	1390	4.0
6063	1996	7.0
6063	1854	3.0
6063	1726	4.0
6063	1843	5.0
6063	1903	4.0
6063	1961	4.0
6063	-750	5.0
6063	1899	4.0
6063	1308	4.0
6063	1998	5.0
6063	1970	5.0
6063	1905	3.0
6063	1513	3.0
6063	2010	14.0
6063	2011	14.0
6063	\N	5.0
6063	2013	21.0
6063	2014	13.0
6063	2012	18.0
6063	2015	9.0
6063	1897	3.0
6063	2016	5.0
7001	2003	51.0
7001	1998	15.0
7001	1951	5.0
7001	1925	5.0
7001	1974	5.0
7001	1813	4.0
7001	1949	3.0
7001	1937	3.0
7001	1997	25.0
7001	2001	24.0
7001	2002	7.0
7001	1945	3.0
7001	1884	5.0
7001	2000	26.0
7001	1969	8.0
7001	2005	41.0
7001	1993	4.0
7001	1954	8.0
7001	2006	26.0
7001	1932	7.0
7001	1595	4.0
7001	1868	4.0
7001	1995	8.0
7001	1988	9.0
7001	1847	3.0
7001	2007	22.0
7001	1985	17.0
7001	1962	3.0
7001	1989	10.0
7001	1958	9.0
7001	1943	8.0
7001	1939	9.0
7001	1963	11.0
7001	1953	8.0
7001	1973	8.0
7001	1947	8.0
7001	1931	3.0
7001	1850	3.0
7001	1979	5.0
7001	1999	21.0
7001	1990	4.0
7001	1996	38.0
7001	1915	4.0
7001	1854	5.0
7001	-380	4.0
7001	-720	5.0
7001	975	5.0
7001	1390	5.0
7001	-750	5.0
7001	1981	10.0
7001	1956	4.0
7001	1855	5.0
7001	1860	4.0
7001	1978	4.0
7001	1606	5.0
7001	1994	14.0
7001	1980	5.0
7001	1957	3.0
7001	1938	5.0
7001	1986	4.0
7001	2008	25.0
7001	1926	5.0
7001	1899	4.0
7001	1955	5.0
7001	1916	4.0
7001	1905	9.0
7001	1987	5.0
7001	1961	5.0
7001	1906	3.0
7001	1959	4.0
7001	1960	7.0
7001	1983	4.0
7001	1991	8.0
7001	1911	3.0
7001	1984	3.0
7001	1941	3.0
7001	2004	15.0
7001	1982	4.0
7001	1897	4.0
7001	1308	3.0
7001	2009	10.0
7001	1880	3.0
7001	1975	4.0
7001	1948	4.0
3739	1937	10.0
3739	1856	4.0
3739	1997	18.0
3739	1945	14.0
3739	1965	17.0
3739	1897	4.0
3739	1871	5.0
3739	1989	12.0
3739	1940	9.0
3739	2007	6.0
3739	1925	18.0
3739	1932	13.0
3739	1963	14.0
3739	1972	4.0
3739	1958	13.0
3739	1954	19.0
3739	1868	5.0
3739	1979	8.0
3739	1976	8.0
3739	2004	3.0
3739	1850	4.0
3739	1973	15.0
3739	1951	8.0
3739	1942	10.0
3739	1961	14.0
3739	1929	18.0
3739	2006	3.0
3739	1992	11.0
3739	-750	5.0
3739	1934	5.0
3739	2001	4.0
3739	1975	8.0
3739	1996	8.0
3739	1999	12.0
3739	1998	12.0
3739	1865	5.0
3739	1980	13.0
3739	2002	1.0
3739	1947	9.0
3739	1719	4.0
3739	1883	5.0
3739	1891	5.0
3739	1915	10.0
3739	1959	17.0
3739	1853	5.0
3739	1994	8.0
3739	1849	10.0
3739	1946	9.0
3739	1928	5.0
3739	1513	5.0
3739	2008	3.0
3739	1993	5.0
3739	1953	19.0
3739	1960	10.0
3739	1955	27.0
3739	1950	8.0
3739	1936	9.0
3739	1969	12.0
3739	1962	19.0
3739	1931	4.0
3739	1952	18.0
3739	1978	9.0
3739	1899	5.0
3739	1964	8.0
3739	1922	9.0
3739	1894	5.0
3739	1985	8.0
3739	1916	5.0
3739	1971	4.0
3739	1908	8.0
3739	1956	9.0
3739	1938	9.0
3739	1933	4.0
3739	1927	5.0
3739	1930	5.0
3739	1903	4.0
3739	1990	4.0
3739	1984	4.0
3739	1995	4.0
3739	1967	4.0
3739	1977	7.0
3739	1913	10.0
3739	1914	5.0
3739	1911	4.0
3739	1966	11.0
3739	1920	4.0
3739	1957	5.0
3739	1974	9.0
3739	1988	8.0
3739	1983	4.0
3739	1982	3.0
3739	1968	4.0
3739	1924	5.0
3739	1923	4.0
3739	1904	5.0
3739	1991	4.0
3739	1944	4.0
8167	1813	3.0
8167	1811	3.0
8167	1815	3.0
8167	1817	6.0
8167	1814	2.0
8167	2004	1.0
8167	2009	1.0
8167	1859	9.0
8167	1860	4.0
8167	1847	5.0
8167	1898	3.0
8167	1868	4.0
8167	1908	9.0
8167	1871	6.0
8167	1886	2.0
8167	1874	3.0
8167	1866	5.0
8167	1880	7.0
8167	1967	15.0
8167	1982	7.0
8167	1998	5.0
8167	1994	5.0
8167	2006	3.0
8167	1975	9.0
8167	1961	10.0
8167	1877	6.0
8167	1940	9.0
8167	1943	14.0
8167	1948	4.0
8167	1988	4.0
8167	1983	3.0
8167	2000	13.0
8167	2007	7.0
8167	1995	8.0
8167	1986	6.0
8167	1976	3.0
8167	1981	7.0
8167	1960	7.0
8167	1925	9.0
8167	1949	4.0
8167	1937	6.0
8167	1945	13.0
8167	1850	3.0
8167	1595	5.0
8167	1600	5.0
8167	1939	11.0
8167	1606	4.0
8167	1911	6.0
8167	1862	4.0
8167	1899	9.0
8167	1954	8.0
8167	1603	3.0
8167	1865	3.0
8167	1598	3.0
8167	1953	3.0
8167	1856	3.0
8167	1963	8.0
8167	1950	3.0
8167	1938	6.0
8167	1599	6.0
8167	1759	3.0
8167	1593	3.0
8167	1955	9.0
8167	1920	4.0
8167	1903	2.0
8167	1952	4.0
8167	1972	6.0
8167	1905	7.0
8167	1601	3.0
8167	1956	4.0
8167	1958	9.0
8167	1962	4.0
8167	1993	7.0
8167	1854	4.0
8167	1957	7.0
8167	1904	3.0
8167	1900	3.0
8167	1965	3.0
8167	1909	3.0
8167	1927	8.0
8167	1910	4.0
8167	1974	5.0
8167	1964	4.0
8167	1933	4.0
8167	1722	2.0
8167	1912	3.0
8167	1928	4.0
8167	1984	3.0
8167	1935	7.0
8167	1922	12.0
8167	1980	16.0
8167	1932	4.0
8167	1977	4.0
8167	1924	3.0
8167	1944	3.0
8167	1941	4.0
8167	1997	9.0
8167	1971	4.0
8167	1989	7.0
8167	1966	3.0
8167	1798	3.0
8167	1970	3.0
8167	2001	6.0
8167	2005	4.0
8167	1872	3.0
8167	1959	4.0
8167	2003	4.0
8167	1973	4.0
8167	1978	7.0
8167	1999	7.0
8167	1842	3.0
8167	1835	3.0
8167	1651	3.0
8167	1929	5.0
5645	2002	10.0
5645	1998	18.0
5645	1936	5.0
5645	1953	10.0
5645	1963	10.0
5645	2003	23.0
5645	1954	5.0
5645	2008	16.0
5645	1965	9.0
5645	2004	24.0
5645	1993	14.0
5645	2005	17.0
5645	1976	4.0
5645	1856	5.0
5645	1997	14.0
5645	1947	14.0
5645	2001	8.0
5645	1922	5.0
5645	1929	20.0
5645	-720	5.0
5645	1865	5.0
5645	1818	5.0
5645	1916	5.0
5645	1940	10.0
5645	1849	10.0
5645	1955	5.0
5645	1945	14.0
5645	1925	10.0
5645	1926	5.0
5645	1952	15.0
5645	1980	9.0
5645	1817	5.0
5645	1962	28.0
5645	1958	10.0
5645	2007	17.0
5645	1914	5.0
5645	1992	16.0
5645	1942	10.0
5645	1987	5.0
5645	1996	18.0
5645	1850	5.0
5645	1937	14.0
5645	1899	10.0
5645	1961	3.0
5645	1930	5.0
5645	1938	9.0
5645	1994	8.0
5645	2000	9.0
5645	1990	5.0
5645	1978	5.0
5645	1982	14.0
5645	1931	4.0
5645	1999	16.0
5645	1918	5.0
